phe mod pc1 pc2 pc3 pc4 pc5
1.03273602794888 -0.34878037906766 0.769160440127286 -0.287448764509145 -0.0496169863876954 -0.098503509443496 0.221436418005259
0.792320127656175 -1.02570070279424 -1.06269991158377 0.0371771205076241 0.466032620501899 -1.04077648536772 1.08722819694673
0.087972108748898 -0.907426272151428 -1.09658223322646 -1.34888322679432 0.941008905267076 -1.78933300488968 -0.0970967596169225
0.669515178577632 0.774606656625981 -0.192038110276558 -0.764061295783575 0.954430430875444 0.0205913757562429 -1.1991358488917
0.457930532321094 -0.949897924446895 -0.711846946037117 0.445076727923774 -1.65936740936762 2.34020274295376 1.17252764136189
-2.39492473094054 -1.2430700749045 -0.878393492259675 1.78749390962809 0.613325432337386 -1.16694512887812 -1.29661053826022
1.47903441550217 0.391552444574322 -0.926306021895376 1.17776500574095 -0.310943534597555 0.0635547441188935 0.851518085230307
-0.17000488870561 -0.736440028226906 -0.142859161634707 0.142406487349626 1.34829311661376 0.256307028161642 1.67509513115073
0.772060268104727 1.0709571715366 0.153566752618443 -1.02796840322276 -0.103108541289605 0.525905324588282 0.670562980609967
-0.081892100544598 0.0734100002710054 0.324643625004454 -0.105012483271494 0.283299919265796 -1.19376338777966 -1.77201049487865
1.39231133126739 0.964760568461872 -0.219325148331478 0.362984587169455 -0.277564828123102 1.11580228886528 0.118527782909193
2.26103693426715 0.261434704269643 -0.255058037657613 -0.431265087225005 0.0396582351508885 1.10175696310932 -1.33786078664037
0.684357622930098 -0.209380897693851 -0.794514308545297 -0.769295051185583 1.0986889857152 0.282554358359496 -0.489803695899222
2.10248530025129 1.28761759330963 1.69983200912101 -0.666436233939562 -0.255500704068007 -0.863420973596598 -1.6291333341123
0.628502180024225 0.814649343097567 0.794920216330453 1.02596470245706 0.646285787672085 -2.05465213919862 -1.25865123744246
1.39831944688993 0.0915239978730069 -0.974196120369805 -1.63008326349166 -0.229161365165021 -0.301800714141401 -2.24795565406511
-1.23325562027816 -1.07203394407236 0.691312537108297 -1.05983112817204 -0.844058244601001 0.8156602069066 1.42809216789148
-0.155952030339853 -0.51144664752366 0.72888743518392 -0.841903305851181 1.22089005096077 -1.70082430733974 -0.476529507565633
1.71526421370428 0.256777174427634 0.36337178882656 2.25036375332831 -0.416413880312436 -0.15194643253583 0.510980315421588
0.384166339188494 -0.42694528366212 0.425601796063403 -0.0775987980029239 1.23350829835364 0.0337979738017199 0.965820970005743
1.24416380669359 -0.349189988659082 0.431172628634789 -0.970974418898801 -0.130720580651293 -1.8566319000191 0.17073958445578
1.39127340610127 -0.895852319508746 0.974015404182565 1.37950102804887 1.08450268877944 -1.87940219733948 -1.03883668777494
0.0892725421957281 0.250568255924611 0.0460151198327599 -0.556541581888804 1.64077327257318 -0.361769505444657 1.02822492974786
-1.25560800667919 -0.286919472739497 0.774046336848486 -0.59524852285179 0.453053877237143 2.00026207299009 0.546122137589224
-0.289411543141468 1.26746982221852 0.320898490130201 0.530002272726763 -1.72351203823428 -0.0320073729793473 0.429249446052231
1.70543112793775 -0.853420752680771 -1.03028879373038 1.00239164566949 1.02599798366451 1.23534322165974 0.357781605554114
-0.169443199835573 -0.615025027094417 0.777039816801702 0.884095763238472 -1.85527209837616 -1.80359674128252 -0.668702436169664
1.38588302155387 0.895046865888372 0.023371070684822 -0.782991771064113 -0.411046390263863 -0.735082073180767 -0.941133952067961
1.48641405314555 0.725277684949415 -0.906049804182131 -0.0276653917171468 0.191857549844492 -0.518870770365399 -0.746007346217917
0.984560226180527 1.28713255700656 -0.0514696223702726 0.685553355737027 0.249809725257974 0.25017791717372 -0.517985924444993
1.82354347369587 0.682576210075176 2.29070159642377 -0.933033319514465 -0.00221883416326082 -1.62870175616339 0.16113504490363
2.20954952937786 -0.715396846660172 -0.713092098897783 0.0287544764710194 -1.68150616536104 -0.103209478360098 0.40548763208434
3.03714715363499 0.82186506932537 -0.841800318140016 -0.917907114285689 -0.143237742939274 -0.0193185848247543 1.45577921446878
1.94620248898342 -0.424901245791308 0.795714666024992 0.497545295691561 -0.0222019008453748 -0.154454977694239 -0.859751656554944
1.36635764557594 1.46719761478761 1.02610150954467 0.817666083727169 -1.30291970129302 0.627593567417702 -0.0224942472122615
1.46806630229987 1.46213336423755 0.415500700504926 2.28381643148275 0.141075915625803 -0.355125007633197 -0.133792081312131
1.37408631318187 1.53418999003989 0.509217772976437 0.096327029202182 -1.06013268560111 -0.0597373376761086 0.302227323309316
