A1 A2 A3 B1 B2 B3 pc1 pc2 pc3 pc4 pc5
0.995300575553231 0.736471703016676 1.89795168326385 0.167969926548104 0.48912620795463 -1.15170122862963 -1.73534590535697 -0.0059494381453067 -0.530899235024702 0.768018448095223 -1.50932522317604
1.69508012719295 2.97669551397306 2.50598960081499 0.603553191367188 0.0944359183327725 0.885875995288519 0.470070300408726 -0.127011839123445 0.797667548053205 -0.64860921298208 0.0557658740360489
0.480691523598668 0.0747069615247198 0.240119474660948 0.268781598376819 1.373905098181 -0.348631026789641 1.33173043878689 1.48026162879579 -1.60337639911298 -0.0420983158524996 -0.573378288170207
0.43838396936625 1.46105678516648 0.212939092123821 2.85912185402954 1.46017992752447 2.54555316972815 -0.0790091374843589 0.0977463653194861 -1.22464904507483 0.978346431815941 0.14235701923524
1.58112969719091 -0.655266899010799 -0.289811736746586 -0.0873997492199827 1.08364671305136 1.39284174485332 0.634933162551418 1.94007814543585 1.51245442697877 -0.320608781598956 0.163546715343664
0.0525098557789722 1.23666371814232 -0.996921563682373 0.765475392738857 1.16942874321593 0.35933099167343 -0.627105774159473 0.051160949834271 0.926927607129915 -0.0247282604972224 2.7914217507052
1.24016125143248 1.49980672575172 0.566899754706682 1.4313317627949 1.73291870026737 1.4226854738992 -1.69238757729328 1.35807309344696 -2.3178117124332 -0.549944077441623 -0.624419547910043
1.96867950880721 0.886608006225813 0.77704994567856 1.68220632833831 1.29004321428558 1.62568094908031 -0.857093278796888 0.887289652068357 -0.609507064108288 0.0155275783434333 -0.00972012398812521
1.15891562572029 0.894185201486638 0.382126064710468 0.892714903500235 -0.349511841882176 0.729879220117934 0.107168299522768 -1.74722172862781 0.172168382783084 0.733999984253643 -0.26803126392059
-0.094998924177263 1.12150071487187 1.28293079997766 1.65424210697138 0.995506181014681 2.7310018744555 1.20927662968939 -1.80525222093997 0.889079864625519 -1.37502776543769 -1.2532144427096
-0.701009032647256 0.52170319774719 -0.92802440593524 -0.845250909139631 -0.39084447379516 1.00032371210133 0.980430307914992 -1.13505861415352 -1.29564123782896 -1.45069990249419 1.34265727881509
1.74575634331216 2.62646469765017 1.53536411975732 0.822220285105161 1.75699589122659 1.14648087369328 0.302459953654328 -0.123074282979403 0.308157311270737 0.172320689802491 -2.13822583145655
0.593339722558705 1.39199003109218 0.844486012188593 -0.666473001709033 -1.44770160988316 -1.01537205117981 -0.0358680020125437 -0.456718961009349 -0.164890767962187 -0.898842665719055 -0.207165764283416
0.977828003693159 1.48611499684755 0.121517400523807 0.760357107253476 0.681459554470446 1.25271968730311 -0.508526826787373 1.57122569942618 0.73778401980743 -0.112415507176466 -1.47730231197109
2.3166196641163 1.61494097102986 2.18311908567943 1.64313790558673 2.04564566656819 3.36178771204927 2.15283919313052 1.78321955653115 1.83510044973346 -0.200607565031603 0.173814356607334
0.156714816046079 1.17566997063503 -0.353263820064835 1.67164164985948 0.480869128654685 1.23906448748589 1.34821005514381 0.554182236183353 -2.70443550757608 1.20071010295271 -0.916418942137675
0.604867705685486 1.05294240772562 1.58453682781063 -0.224875119816756 -0.146711397391487 -0.00383464214390081 -0.948537615950081 0.195500722751141 -0.618133132448306 -0.188329893003443 -0.434126891631683
1.57541672452729 1.5478095041198 1.65225003288999 2.87806239508605 2.42210407875954 1.1186222399643 0.993299004868588 0.815153237493587 0.558479835700058 0.655210778627843 -1.13880704694616
0.925799653727791 0.76834246022077 0.444948754175089 0.34818745892611 0.404078889423781 0.662459665724717 -0.524016729375526 -1.74074099789825 -0.436061269914363 -0.474588178031872 -1.61037985340046
1.21571160915481 0.869617477018483 -0.847113209606199 0.130027895187373 -0.554039231016488 0.130764279369495 -0.416330216464561 1.59782087427029 0.775617229188609 -0.452521401836576 0.624884705495889
1.1374889715513 1.1210541760752 0.302650263244461 0.376912552069349 1.10992726821614 0.238777649049333 -0.131813432644232 1.61454291612913 -1.15260440648563 0.798924720393247 0.103908493188848
0.308329676128559 1.82808790203253 1.36020640823996 -0.167178149613008 -0.552797564053923 0.325877484112897 -0.117404166469071 -1.84137082114379 0.690818378378745 -0.941174416467436 0.212034112627527
0.854814531434883 0.519247093998888 1.09670487784337 1.29974299850786 0.959919257813732 1.59261694207271 0.264363465358035 0.322455322614967 0.114112330602824 0.810113682393368 -0.492332851714213
1.87817486944451 1.07112884636558 0.875378474276513 0.667746995620568 -0.888350854154833 -0.365142604302096 0.676287620329298 1.23963552989551 0.524162546720738 -0.737182621106702 -0.024386469860082
-0.153252549529357 0.652970079978295 -0.714136797724954 0.908404178140345 0.797475154161143 1.54588133842691 0.379121927836655 -2.11499727258785 0.00230643863982913 -0.830406640388116 -1.1239205147731
0.690516512239913 0.00440649219150895 0.0241599628140448 0.757034783844082 0.375172656578209 0.199312288831899 -1.40810559072367 -0.911128312450938 -0.945752756093181 -1.02159319591585 2.45827474159497
-0.18996282517188 -2.1877151332331 -0.609744844959665 0.996721743836901 -1.12990412471844 0.019808981944563 1.63975045737981 0.980664556863176 0.545000206684994 -0.390963018961507 -0.735975449467635
